,Title,ReplyIndex,CrawlingTime,Content,Like,Hate
28,"[여기는 강릉] 강원랜드 주변 초토화..""최악의 추석""",10,2020-09-29 21:34,이딴기사좀 쓰지마 동정심1도 안드니까,191,6
29,"[여기는 강릉] 강원랜드 주변 초토화..""최악의 추석""",11,2020-09-29 21:34,"비리의 온상

강원랜드

폐쇄해라",191,16
30,"[여기는 강릉] 강원랜드 주변 초토화..""최악의 추석""",12,2020-09-29 21:34,코로나 덕분에 도박 자살자는 줄듯,168,1
31,"[여기는 강릉] 강원랜드 주변 초토화..""최악의 추석""",13,2020-09-29 21:34,그럼 강원랜드 주변 상권 살리고 국민 코로나로 죽이면 되냐?,117,6
32,"[여기는 강릉] 강원랜드 주변 초토화..""최악의 추석""",14,2020-09-29 21:34,"국회의원을 잘뽑아야지..
엉뚱한 녀석들 뽑아놓고는 손벌리는 저 개념은 무엇인가..?",114,10
33,"[여기는 강릉] 강원랜드 주변 초토화..""최악의 추석""",15,2020-09-29 21:34,너희만 힘드냐,98,8
34,"[여기는 강릉] 강원랜드 주변 초토화..""최악의 추석""",16,2020-09-29 21:34,"그 동네는 정신 좀 차려야 해..

2025년 폐광지역 개발 지원에 관한 특별법 연장을 반대한다.",92,14
35,"[여기는 강릉] 강원랜드 주변 초토화..""최악의 추석""",17,2020-09-29 21:34,그래서?이참에 가서 관광도하고 카지노도 가라고?,77,6
36,"[여기는 강릉] 강원랜드 주변 초토화..""최악의 추석""",18,2020-09-29 21:34,참 힘든 시간이다........,30,0
37,"[여기는 강릉] 강원랜드 주변 초토화..""최악의 추석""",19,2020-09-29 21:34,"어려운 서민들 찿아나서는 언론과
맹목적 정치에 앞장서는 언론들.",14,1
38,"[여기는 강릉] 강원랜드 주변 초토화..""최악의 추석""",20,2020-09-29 21:34,"기자야?
거긴된장찌개하나가23000.
제일산게18000.지금은어떤지모르지만
전당포.모텔.고기집..십수년은많이벌었당
일년도 안됐어.서울은초토화야
죽는소리하지마
열받으니.",5,0
39,"[여기는 강릉] 강원랜드 주변 초토화..""최악의 추석""",21,2020-09-29 21:34,"카지노없애라...수많은 사람들  피빨아먹은 
강원랜드는  폐업해야한다",4,0
40,"윤건영 ""주호영에게 놀랐다. 안보 걸린 첩보자산 공개하다니..""",2,2020-09-29 21:34,저딴게 보수냐ㅋㅋㅋㅋ 국가 기밀자료고 뭐시고 지들이 정권잡을수있다면 다까버리는놈들ㅋㅋㅋ 심지어 지들이 증오하는 빨갱이를  당선시킨놈들ㅋㅋㅋ,2086,24
41,"윤건영 ""주호영에게 놀랐다. 안보 걸린 첩보자산 공개하다니..""",3,2020-09-29 21:34,주호영 #23억 벌더니 눈에 뵈는세 없나?,261,13
42,"윤건영 ""주호영에게 놀랐다. 안보 걸린 첩보자산 공개하다니..""",4,2020-09-29 21:34,돈과 권력을 위해서라면  나라도 팔아 먹을 친일 매국노들을 척결해야 나라가 바로선다,539,20
43,"윤건영 ""주호영에게 놀랐다. 안보 걸린 첩보자산 공개하다니..""",5,2020-09-29 21:34,"제들은
나라도
국민도 없다니까
당에 이익만 되면
기밀도 알권리로
바꿔버리는??",559,11
44,"윤건영 ""주호영에게 놀랐다. 안보 걸린 첩보자산 공개하다니..""",6,2020-09-29 21:34,"오로지 정권 뺏어서 지들이 권력 누릴 생각에 눈이 뒤집어지지않고서야.
하긴 코로나 집회 은근히 부추기는 꼬라지만 봐도 놀랄일도 아님.",583,18
45,"윤건영 ""주호영에게 놀랐다. 안보 걸린 첩보자산 공개하다니..""",7,2020-09-29 21:34,"국민도
국회의원도 아니다 이 사람

짐이고 암맞다",302,18
46,"윤건영 ""주호영에게 놀랐다. 안보 걸린 첩보자산 공개하다니..""",8,2020-09-29 21:34,호영이도 미쳤구나. 에라이 나쁜 🐕 야,280,19
47,"윤건영 ""주호영에게 놀랐다. 안보 걸린 첩보자산 공개하다니..""",9,2020-09-29 21:34,"입만열면 배설하는 
국민의짐!!
국민의짐 은 그냥
가짜뉴스 집단에 국민 민폐집단이다!!",403,19
48,"윤건영 ""주호영에게 놀랐다. 안보 걸린 첩보자산 공개하다니..""",10,2020-09-29 21:34,"나라 망하게 하는 지름길, 국민의힘",313,17
49,"윤건영 ""주호영에게 놀랐다. 안보 걸린 첩보자산 공개하다니..""",11,2020-09-29 21:34,주호영은 진짜 제정신이 아닌게 맞다,403,24
50,"윤건영 ""주호영에게 놀랐다. 안보 걸린 첩보자산 공개하다니..""",12,2020-09-29 21:34,"국민의짐에서 국민의적이다.
저런 쌍 또라이가 공당의 대표라고~~
대한민국을 위험에 빠뜨릴 놈이다.",621,25
51,"윤건영 ""주호영에게 놀랐다. 안보 걸린 첩보자산 공개하다니..""",13,2020-09-29 21:34,표류라고 국민의짐 기레기들 난리치더니 월북이다 사실확인 안하고 조작질 폭망하고 국민의짐 정치 공세벌이고 쇼하더니  판다뒤집혔네 정부물고 늘어지려다 폭망했네 박왕자씨 총격사건때  니들 항의조차 못했자나 무슨자격으로 세월호 참사때 눈풀려서 구명조끼를 입고 있는데 구하지 못합니까 하고 헛소리하구 최순실 국정농단 탄핵된 박근혜 잊였냐 비난할 자격없어 과거 대선때 북풍공작에 총격전 벌인 니들이야 박덕흠 수주비리 윤상현 함바비리 김학의 재판 황교안 패스트트랙 조사 나경원 윤석열 조수진 조사 북한 추미애로 가려지고있다 누가 민원실에 청탁을 하냐,1184,27
52,"윤건영 ""주호영에게 놀랐다. 안보 걸린 첩보자산 공개하다니..""",14,2020-09-29 21:34,"나라가 망하든 말든
군사정보 전략 기밀이 누출되든 말든
국민이 코로나 걸려서 죽든 말든 
정권만 잡으면 된다는게 
국민의혐
왜구의힘임.",870,23
53,"윤건영 ""주호영에게 놀랐다. 안보 걸린 첩보자산 공개하다니..""",15,2020-09-29 21:34,"토착왜구당에게는 한국의 미래나 통일엔

관심도 없습니다.

저처럼 진짜 보수 지지자들은  국민의힘을 절대로

지지하지 않습니다.

조중동 out!",973,33
54,"윤건영 ""주호영에게 놀랐다. 안보 걸린 첩보자산 공개하다니..""",16,2020-09-29 21:34,정말 국민의 짐이다.,217,18
55,"윤건영 ""주호영에게 놀랐다. 안보 걸린 첩보자산 공개하다니..""",17,2020-09-29 21:34,"이슈를 찾는것이 아닌

이슈를 수구언론과 합작하여 만드는
공작정치의 집단 국민의짐

이 나라를 바꾸기위해서
가장 먼저 선행되어야할것이 언론개혁이다

그렇지 않으면 민주당은
국민의짐과
그들과 한통속인 수구언론에 의해
매번 공작 날조되어 만들어지는 이슈에
공격 받으며 끌려가기만 할뿐이다",398,8
56,"윤건영 ""주호영에게 놀랐다. 안보 걸린 첩보자산 공개하다니..""",18,2020-09-29 21:34,국민의짐당,188,12
57,"윤건영 ""주호영에게 놀랐다. 안보 걸린 첩보자산 공개하다니..""",19,2020-09-29 21:34,"국민의짐
징그러운 짐당",255,14
58,"윤건영 ""주호영에게 놀랐다. 안보 걸린 첩보자산 공개하다니..""",20,2020-09-29 21:34,내가 살려고 나라를 팔아먹고 동료를 팔아먹는 다까끼마사오  오카모토 미노루 정신을 그대로 계승한 것들,503,10
59,의대생 국시문제를 정부와 국민이 풀라는 의학교육계(종합),2,2020-09-29 21:34,"의교협은 제정신인가  
잘못을저질러놓고 국가와 국민이 해결하라고
특권의식이 뿌리깊게 각혀있네",4864,24
60,의대생 국시문제를 정부와 국민이 풀라는 의학교육계(종합),3,2020-09-29 21:34,순수함과 진정성이라ㅋㅋ 도박하는 놈들도 판돈은 자기돈을 건다. 남의 목숨을 판돈으로 건 놈들이 최소한의 책임도 지지 못하겠다는 거냐? 지나가던 개가 웃는다.,3776,23
61,의대생 국시문제를 정부와 국민이 풀라는 의학교육계(종합),4,2020-09-29 21:34,"참ᆞ정신 이상자들 많허.

허허ᆞᆞ지구 최강의 이기적인 주장을 하며 국민을 의료 볼모로 삼더니
.

국민이 책임지래?
애들ᆞ 정신 상태가 맛이 갔어.

정부는 공공 의료를 확충하여 전국민 의료 해택이 동일하게 하고,. 의료 비용을 절감하기 위해서 1년 1000명 이상의 의료인이 더 배출 할 수 있는 구조를 만들어야, 할 것이다.",3265,26
62,의대생 국시문제를 정부와 국민이 풀라는 의학교육계(종합),5,2020-09-29 21:34,"참 뻔뻔하다..., 정부시험이 장난으로 보이나?? 지들이 특별한 존재라도 되는냥",2442,29
63,의대생 국시문제를 정부와 국민이 풀라는 의학교육계(종합),6,2020-09-29 21:34,"---국민 볼모로..데모하고...환자인질잡고..데모하고......

--이게  용서 할 일이냐------

--여기에  국민협박한것은...
]
누구  맘대로  용서하나----

--추가재시험 절대 불가----

-------------------------------------------------------------------------------------------------------",2128,24
64,의대생 국시문제를 정부와 국민이 풀라는 의학교육계(종합),7,2020-09-29 21:34,"철저히 이기적인 적폐 집단.
이기회에 의료계 개혁 해야함.",2058,28
65,의대생 국시문제를 정부와 국민이 풀라는 의학교육계(종합),8,2020-09-29 21:34,재시험기회 절대 반대,1785,25
66,의대생 국시문제를 정부와 국민이 풀라는 의학교육계(종합),9,2020-09-29 21:34,법이 무너지면 국가의 존재 이유가 없다.,1628,14
67,의대생 국시문제를 정부와 국민이 풀라는 의학교육계(종합),10,2020-09-29 21:34,국시사태는 인간과 비인간의 잣대로 봐야한다 대다수의 국민이 원하는것은 인간적인 의술이지 돈밝히는 철면피의술이 아니다,1616,25
68,의대생 국시문제를 정부와 국민이 풀라는 의학교육계(종합),11,2020-09-29 21:34,"말  장난  하지 말고
내년에  시험 봐라.",1581,17
69,의대생 국시문제를 정부와 국민이 풀라는 의학교육계(종합),12,2020-09-29 21:34,"저런것들이 교수라고 
무엇을 가르치냐?
니네는 의술만 배우는 로봇 이냐?
인간이 먼저 되거라~~",1481,25
70,의대생 국시문제를 정부와 국민이 풀라는 의학교육계(종합),13,2020-09-29 21:34,"국민은  절대 용납할수 없다
나중에 생멍  담보로
협박당하는일 시러",1410,25
71,의대생 국시문제를 정부와 국민이 풀라는 의학교육계(종합),14,2020-09-29 21:34,남탓하는게 의료사고나면  수술한 의사가 아니라   환자보고 증명해라할 사람들이네,1096,22
72,의대생 국시문제를 정부와 국민이 풀라는 의학교육계(종합),15,2020-09-29 21:34,거두절미허고... 수도권 제외하고 도별로 공공의대 1백명씩 뽑자.,903,41
73,의대생 국시문제를 정부와 국민이 풀라는 의학교육계(종합),16,2020-09-29 21:34,"순수함?
의대상들 기자회견 안봤어?",852,14
74,의대생 국시문제를 정부와 국민이 풀라는 의학교육계(종합),17,2020-09-29 21:34,건방진 놈들~,851,19
75,의대생 국시문제를 정부와 국민이 풀라는 의학교육계(종합),18,2020-09-29 21:34,"의사정원 줄여라(의사협회)

의대생 국시 포기!!(졸멍)

최대집이 손 안대고 코풀었음!!",669,5
76,의대생 국시문제를 정부와 국민이 풀라는 의학교육계(종합),19,2020-09-29 21:34,2020국시에서 밀려온 의대생들 흰가운말고 검정가운 입게합시다,458,16
77,의대생 국시문제를 정부와 국민이 풀라는 의학교육계(종합),20,2020-09-29 21:34,"명확하게 이야기한다
내가 30년이 넘는 시간동안 민주당 콘크리튼데
의사 이번 국시 허용해주는 순간 민주당 지지 철회하고 제3당 뽑는다.
(내 기준 국힘은 정당이 아니다)",18,0
78,의대생 국시문제를 정부와 국민이 풀라는 의학교육계(종합),21,2020-09-29 21:34,"왜 너네들만 특혜는 항상 당연하다고 
생각하는지 ~~학교에서도 공부 잘하고 좋은 학교
갈거라는 이유로 학교의 전폭적인 지지 받고
시험을 두번이나 미루고 거부해도 어른들이 알아서
시험치게 해주려고 악을 쓰고~`
이 모든게 당연히 받아야 하는 대우인줄 아는 어린넘들에게
이번에는 참교육을 시켰으면 한다
본인의 행동에는 그 만한 책임과 댓가가 따른다는것을~~",10,1
79,"'서지현 검사 인사보복' 혐의 안태근, 파기환송심서 결국 무죄",2,2020-09-29 21:34,역시 공수처가 필요 합니다,1742,42
80,"'서지현 검사 인사보복' 혐의 안태근, 파기환송심서 결국 무죄",3,2020-09-29 21:34,"도대체 공수처는 어디 간겨
거대 여당을 만들어줬는데 
소신껏 맘대로 운영해봐라며.
맨날 질질끌려 댕기니
참으로 한심 스럽다,",1219,35
81,"'서지현 검사 인사보복' 혐의 안태근, 파기환송심서 결국 무죄",4,2020-09-29 21:34,타락한법관들,834,16
82,"'서지현 검사 인사보복' 혐의 안태근, 파기환송심서 결국 무죄",5,2020-09-29 21:34,한국 사법부는 역시 적폐,775,11
83,"'서지현 검사 인사보복' 혐의 안태근, 파기환송심서 결국 무죄",6,2020-09-29 21:34,우리나라법관은 이미 타락햇다,760,22
84,"'서지현 검사 인사보복' 혐의 안태근, 파기환송심서 결국 무죄",7,2020-09-29 21:34,공수처 만들고 재수사 해야지,659,22
85,"'서지현 검사 인사보복' 혐의 안태근, 파기환송심서 결국 무죄",8,2020-09-29 21:34,"우리나라
모든법은 만인에게 평등하지 않다.",591,4
86,"'서지현 검사 인사보복' 혐의 안태근, 파기환송심서 결국 무죄",9,2020-09-29 21:34,검새공화국... 정치 검새들 모조리 피의자로 구속,378,9
87,"'서지현 검사 인사보복' 혐의 안태근, 파기환송심서 결국 무죄",10,2020-09-29 21:34,개팜개검이라 광고를 했구나,333,9
88,"'서지현 검사 인사보복' 혐의 안태근, 파기환송심서 결국 무죄",11,2020-09-29 21:34,판새,267,9
89,"'서지현 검사 인사보복' 혐의 안태근, 파기환송심서 결국 무죄",12,2020-09-29 21:34,그럼 서지현이 유죄라는 소리인가?,270,20
90,"'서지현 검사 인사보복' 혐의 안태근, 파기환송심서 결국 무죄",13,2020-09-29 21:34,법꼬라지가.....,224,6
91,"'서지현 검사 인사보복' 혐의 안태근, 파기환송심서 결국 무죄",14,2020-09-29 21:34,400번 죄짓고 회개하면 하나님은 다  용서해준다   뭐  이런논리,223,10
92,"'서지현 검사 인사보복' 혐의 안태근, 파기환송심서 결국 무죄",15,2020-09-29 21:34,유전무죄 무전유죄,172,4
93,"'서지현 검사 인사보복' 혐의 안태근, 파기환송심서 결국 무죄",16,2020-09-29 21:34,인사는 코에 걸면 코걸이 귀에 걸면 귀걸이,95,3
94,"'서지현 검사 인사보복' 혐의 안태근, 파기환송심서 결국 무죄",17,2020-09-29 21:34,"바르게 잘 살아야한다. 
100년도 못사는 인생 죄짓지 마시라.
법이 양심은 아니다.",14,1
95,"'서지현 검사 인사보복' 혐의 안태근, 파기환송심서 결국 무죄",18,2020-09-29 21:34,"지들끼리
중범죄도 봐주고
빼주고
가장 낙후된
판사검사의사
오직 저 해쳐먹을 궁리만.
공수처 반드시 올해안에
완성하자.",8,0
96,"'서지현 검사 인사보복' 혐의 안태근, 파기환송심서 결국 무죄",19,2020-09-29 21:34,이런판결때문에 사법개혁하자는 거구나~~얼마전 나경원도 구속기각도 검찰개혁해야되는 이유고~~,5,0
97,"'서지현 검사 인사보복' 혐의 안태근, 파기환송심서 결국 무죄",20,2020-09-29 21:34,무고인가요?,7,3
98,"'서지현 검사 인사보복' 혐의 안태근, 파기환송심서 결국 무죄",21,2020-09-29 21:34,판새들 모가지부터 따야 개혁이 된다니께,4,0
99,"쇳조각 삼킨 소녀, 3개국 돌다 한국행..새 생명 찾다",2,2020-09-29 21:34,"글로리아의 수술이 성공적으로 되어
참 다행입니다.
반세기 전만해도   의료 도움을 받는 국가
대한민국이 이제는 의술이 발전해 배우러 오는국가
생명을 살리는 의료 선진국이 되었습니다.
글 로리아  회복 잘해서 건강하게 성장하길
바랍니다.",350,1
100,"쇳조각 삼킨 소녀, 3개국 돌다 한국행..새 생명 찾다",3,2020-09-29 21:34,"이런 나라에 사는걸 감사히 생각합시다 
땅덩이만 좀 더 컸어도..진짜 세계를 씹어먹을 우리 민족인데 ... ㅠㅠ",271,5
101,"쇳조각 삼킨 소녀, 3개국 돌다 한국행..새 생명 찾다",4,2020-09-29 21:34,"우리도 전쟁때 연고도 없는 아프리카나 다른 곳에서 도움을 받았었었죠 이렇게 성장한 나라가되어 
고마움을 갚아나가는걸보니 좋아요 
아가도 건강하길 앞으로!",254,0
102,"쇳조각 삼킨 소녀, 3개국 돌다 한국행..새 생명 찾다",5,2020-09-29 21:34,"무사히 수술을 받고, 병이 나았다니 정말 잘 된 일입니다. 부디 글로리아 양이 앞으로는 건강하게 살아가기를 빕니다.",183,0
103,"쇳조각 삼킨 소녀, 3개국 돌다 한국행..새 생명 찾다",6,2020-09-29 21:34,"따뜻한 소식, 자부심 상승하는 소식, 아름다운 대한민국  국민의 자존감을 올려 주는 소식을 전해줘서 고맙습니다♡♡♡",172,2
104,"쇳조각 삼킨 소녀, 3개국 돌다 한국행..새 생명 찾다",7,2020-09-29 21:34,연세세브란스가 좋은 일 많이 하네요,147,2
105,"쇳조각 삼킨 소녀, 3개국 돌다 한국행..새 생명 찾다",8,2020-09-29 21:34,따뜻한 대한민국 의료강국 대한민국 자랑스럽네요,139,2
106,"쇳조각 삼킨 소녀, 3개국 돌다 한국행..새 생명 찾다",9,2020-09-29 21:34,대한민국의 힘,129,3
107,"쇳조각 삼킨 소녀, 3개국 돌다 한국행..새 생명 찾다",10,2020-09-29 21:34,건강하게 잘 크길 바란다.,113,0
108,"쇳조각 삼킨 소녀, 3개국 돌다 한국행..새 생명 찾다",11,2020-09-29 21:34,외국인은 고마움을 느끼지만 더 많은 것을 받는 우리는 국가의 고마움을 모릅니다.,129,20
109,"쇳조각 삼킨 소녀, 3개국 돌다 한국행..새 생명 찾다",12,2020-09-29 21:34,한국의료기술은 미국과 비교해도 전혀뒤쳐지지 않는다,107,2
110,"쇳조각 삼킨 소녀, 3개국 돌다 한국행..새 생명 찾다",13,2020-09-29 21:34,다행이네요 건강하기 바랍니다.,104,2
111,"쇳조각 삼킨 소녀, 3개국 돌다 한국행..새 생명 찾다",14,2020-09-29 21:34,잘했다.,70,1
112,"쇳조각 삼킨 소녀, 3개국 돌다 한국행..새 생명 찾다",16,2020-09-29 21:34,짠하네,37,1
113,"쇳조각 삼킨 소녀, 3개국 돌다 한국행..새 생명 찾다",17,2020-09-29 21:34,댓글들 봐라 ... 으휴 매정하냐 왜아렇게,12,4
114,"쇳조각 삼킨 소녀, 3개국 돌다 한국행..새 생명 찾다",18,2020-09-29 21:34,"우리나라  가난한 아이들이나 무료로 해주지   
ㅣ",3,0
115,"쇳조각 삼킨 소녀, 3개국 돌다 한국행..새 생명 찾다",19,2020-09-29 21:34,"잘한건 잘 했다고 댓들좀 달자. 내 자식이라 생각해봐라
얼마나 절박 했겠니. 의료진들 고생많으셨습니다.
세상 모든 아이들은 아프지않고 건강했으면 합니다.",4,2
116,"쇳조각 삼킨 소녀, 3개국 돌다 한국행..새 생명 찾다",20,2020-09-29 21:34,"참으로 다행스런 일이네.
연세세브란스병원이 고맙고, 앞으로도  이런 어려움을 도와주는 의료기관들이 많이 나와주면 이 사회가 좀 더 아름다운 세상이 될 것 같다",2,0
117,"쇳조각 삼킨 소녀, 3개국 돌다 한국행..새 생명 찾다",21,2020-09-29 21:34,"이래서 대한민국이  자랑스러운거다.
지들 잇속만  챙기려는  정치권은  진짜 이 대한 민국에서 최고 저질 수준이하지만",2,0
118,'갭 투자 아파트' 헐값에..집값 하락 신호탄?,2,2020-09-29 21:34,"17억에서  7억쯤 내렸다면 모를까
겨우 7천만원 내린거 가지고  호들갑 떨거까지 있나요?
이런기사  볼때마다  기자는 무슨 생각으로 기사를  쓰는지  궁금하다오
~~~~~",321,4
119,'갭 투자 아파트' 헐값에..집값 하락 신호탄?,3,2020-09-29 21:34,"미치지않고서야
지금. 집을누가사누
조만간
폭락일텐데",185,18
120,'갭 투자 아파트' 헐값에..집값 하락 신호탄?,4,2020-09-29 21:34,아놔 강동구 17억짜리가 7천만원 싸졌다고 엄살은 ㅋㅋㅋㅋ 한 7억 빠져도 남는 장사 아님? ㅋㅋㅋ,164,1
121,'갭 투자 아파트' 헐값에..집값 하락 신호탄?,5,2020-09-29 21:34,"10억짜린  6억에 ㅡ 

7억짜린 4억에 ㅡ 

3억짜린 1억에  ㅡ 

1억짜린  3000천에  ㅡ 

그게 아파트값이 재ㅣ값인거다 ㅡ",168,10
122,'갭 투자 아파트' 헐값에..집값 하락 신호탄?,6,2020-09-29 21:34,"서울 아파트

25평의 적정가는

약 4~5억 정도라고 본다

나머지는 다 거품.",138,8
123,'갭 투자 아파트' 헐값에..집값 하락 신호탄?,7,2020-09-29 21:34,서울의 경우  40%가 폭락해야 김현미 이전 수준이 된다.,105,2
124,'갭 투자 아파트' 헐값에..집값 하락 신호탄?,8,2020-09-29 21:34,17억에서 7천이 싼거니 개소리하고 자빠졌네 어느미친너미 지금 그값에 집을사것니 좀있으믄 반절도 안되게 갈텐디,105,6
125,'갭 투자 아파트' 헐값에..집값 하락 신호탄?,9,2020-09-29 21:34,"아직 시작도 안했다.....
전세계가 불경기야......투기는 끝났어~
그리고 니들의 국민의짐은 무능력해~~",86,5
126,'갭 투자 아파트' 헐값에..집값 하락 신호탄?,10,2020-09-29 21:34,7억도 아니고 7천만원? 장난하냐?,76,0
127,'갭 투자 아파트' 헐값에..집값 하락 신호탄?,11,2020-09-29 21:34,17억에서1억떨어지면 사려고하는맘이생기냐? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ도라이아닌가ㅋㅋㅋㅋㅋㅋㄱㅋㅋㅋㅋ,77,2
128,'갭 투자 아파트' 헐값에..집값 하락 신호탄?,12,2020-09-29 21:34,정부정책이 먹혀들어가나보다. 떨어지니까 손대지말자,78,11
129,'갭 투자 아파트' 헐값에..집값 하락 신호탄?,13,2020-09-29 21:34,17억  7천만원 싸게 내ㅡㄴ게  헐값   ㅎㅎ      모든 국민이  부동산 재테크 불로소득 사기꾼 엄벌  바라지만   기랙이덜  글조작말고 팩트만 보도해라,69,3
130,'갭 투자 아파트' 헐값에..집값 하락 신호탄?,14,2020-09-29 21:34,"50프로빠져도비싸지
300프로 뛰었는데",62,3
131,'갭 투자 아파트' 헐값에..집값 하락 신호탄?,15,2020-09-29 21:34,아직이다. 50%더 내려야지!!,61,4
132,'갭 투자 아파트' 헐값에..집값 하락 신호탄?,16,2020-09-29 21:34,"제발 집값 내리길...
넘 힘들어요.ㅜㅜ",59,5
133,'갭 투자 아파트' 헐값에..집값 하락 신호탄?,17,2020-09-29 21:34,"아직 멀었다
최소 5년전 집값으로
가즈아",56,5
